               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  42,            0.033744,            0.016967,           0.0030268,            0.029472,             0.58621,            0.025717,            0.013381,           0.0028734,            0.006265,          1.2973e-05,            0.005941,            0.005941,            0.005941
                  43,            0.033824,            0.016785,           0.0030206,            0.025487,             0.68966,            0.024791,            0.013067,           0.0023609,           0.0064579,          1.8744e-05,            0.005842,            0.005842,            0.005842
                  44,            0.033697,            0.016692,           0.0028047,            0.030617,             0.48276,            0.036275,            0.019714,            0.002572,           0.0061626,          1.4064e-05,            0.005743,            0.005743,            0.005743
                  45,            0.033231,            0.016787,           0.0026112,            0.018286,             0.62069,            0.019379,           0.0099666,           0.0027465,           0.0064499,          1.3141e-05,            0.005644,            0.005644,            0.005644
                  46,            0.032795,            0.016613,           0.0025897,            0.026489,             0.51724,            0.028395,            0.014888,           0.0026056,           0.0064167,          1.2094e-05,            0.005545,            0.005545,            0.005545
                  47,            0.032917,            0.016635,           0.0028936,            0.023124,              0.7931,            0.021131,            0.010087,           0.0028652,           0.0066168,          1.4395e-05,            0.005446,            0.005446,            0.005446
                  48,            0.032924,            0.016232,           0.0028765,            0.024955,             0.58621,            0.024925,            0.013548,            0.002679,           0.0063658,          6.2609e-06,            0.005347,            0.005347,            0.005347
                  49,            0.032999,            0.016376,           0.0026928,            0.021385,             0.48276,            0.023496,            0.012763,           0.0025395,           0.0062677,          8.2537e-06,            0.005248,            0.005248,            0.005248
                  50,            0.032364,            0.016222,           0.0025192,            0.017314,             0.41379,             0.01952,            0.011295,           0.0024049,           0.0064852,          1.0577e-05,            0.005149,            0.005149,            0.005149
                  51,            0.032251,            0.016245,           0.0024724,            0.026043,             0.58621,            0.026435,            0.013998,           0.0025871,           0.0066151,          8.8248e-06,             0.00505,             0.00505,             0.00505
                  52,            0.032175,            0.016056,           0.0023109,            0.022269,             0.37931,            0.025212,            0.013915,           0.0024634,           0.0065555,          1.1578e-05,            0.004951,            0.004951,            0.004951
                  53,            0.031903,            0.016031,           0.0025649,            0.026247,              0.7931,            0.027271,            0.014926,           0.0023976,           0.0066935,          1.0773e-05,            0.004852,            0.004852,            0.004852
                  54,            0.031774,            0.016135,           0.0024713,            0.019788,             0.44828,             0.02188,            0.012248,           0.0025153,           0.0068946,          6.9911e-06,            0.004753,            0.004753,            0.004753
                  55,            0.031559,            0.016184,           0.0024786,            0.019368,             0.75862,            0.020794,            0.011387,           0.0024443,           0.0070515,          9.0987e-06,            0.004654,            0.004654,            0.004654
                  56,             0.03143,            0.016179,           0.0025568,            0.020692,             0.55172,            0.022542,            0.013057,           0.0022572,             0.00684,            9.47e-06,            0.004555,            0.004555,            0.004555
                  57,            0.031289,            0.016068,           0.0022016,            0.021756,              0.7931,            0.021723,            0.012106,           0.0022999,           0.0067774,          7.3421e-06,            0.004456,            0.004456,            0.004456
                  58,            0.030615,            0.015809,           0.0022828,            0.021571,             0.68966,            0.022653,            0.012281,           0.0022985,           0.0069102,          7.0479e-06,            0.004357,            0.004357,            0.004357
                  59,             0.03056,            0.015656,           0.0022846,            0.024893,             0.72414,            0.028118,            0.015721,           0.0022729,           0.0070026,          6.1552e-06,            0.004258,            0.004258,            0.004258
                  60,            0.030905,             0.01533,           0.0022876,            0.025254,             0.68966,             0.02583,            0.014651,             0.00237,            0.007033,          7.2783e-06,            0.004159,            0.004159,            0.004159
                  61,            0.030844,            0.015577,           0.0022919,            0.021759,             0.55172,            0.025509,            0.015568,            0.002217,           0.0071922,           7.439e-06,             0.00406,             0.00406,             0.00406
                  62,            0.030398,            0.015545,           0.0022492,            0.024127,             0.55172,            0.028204,            0.017465,           0.0022752,           0.0070282,          7.4085e-06,            0.003961,            0.003961,            0.003961
                  63,            0.030126,            0.015328,            0.002061,            0.025425,             0.62069,            0.028336,            0.016515,           0.0022689,           0.0070644,          7.8787e-06,            0.003862,            0.003862,            0.003862
                  64,            0.030019,            0.015394,           0.0022777,            0.024687,             0.58621,            0.029414,            0.018125,            0.002213,           0.0071964,          8.4583e-06,            0.003763,            0.003763,            0.003763
                  65,            0.029779,            0.015213,           0.0021578,            0.020082,             0.62069,            0.025091,            0.015167,           0.0022291,           0.0072756,          5.3691e-06,            0.003664,            0.003664,            0.003664
                  66,             0.02951,            0.015294,           0.0020275,            0.023937,             0.68966,            0.028562,            0.017319,           0.0022887,           0.0072718,          4.1253e-06,            0.003565,            0.003565,            0.003565
                  67,            0.029223,            0.015021,           0.0019059,            0.021459,             0.72414,            0.023936,            0.012893,           0.0025092,           0.0073181,          4.7658e-06,            0.003466,            0.003466,            0.003466
                  68,            0.029217,            0.015059,           0.0020679,            0.023826,             0.68966,            0.027089,            0.015553,           0.0023546,           0.0073448,          6.4581e-06,            0.003367,            0.003367,            0.003367
                  69,            0.029141,            0.015203,           0.0020513,             0.02514,             0.65517,            0.025824,            0.015141,           0.0022914,           0.0074468,          5.1717e-06,            0.003268,            0.003268,            0.003268
                  70,            0.028915,            0.014946,           0.0017899,            0.024527,             0.65517,            0.027574,            0.016799,           0.0022719,           0.0073686,          5.0934e-06,            0.003169,            0.003169,            0.003169
                  71,             0.02859,            0.014648,           0.0017672,            0.021273,             0.62069,            0.026392,            0.016209,           0.0022938,           0.0074366,          5.7185e-06,             0.00307,             0.00307,             0.00307
                  72,            0.028292,             0.01489,           0.0018652,            0.023947,             0.65517,            0.027423,            0.017128,           0.0021169,           0.0074691,          5.2579e-06,            0.002971,            0.002971,            0.002971
                  73,            0.028088,            0.014769,            0.001742,            0.022947,             0.65517,            0.025831,            0.016377,           0.0020543,           0.0076436,          4.3644e-06,            0.002872,            0.002872,            0.002872
                  74,            0.028335,            0.014648,           0.0018377,            0.023475,             0.70212,            0.027711,             0.01727,           0.0020357,            0.007577,          5.2272e-06,            0.002773,            0.002773,            0.002773
                  75,            0.027925,            0.014633,            0.001712,            0.025511,             0.72414,             0.03224,             0.02066,           0.0020977,           0.0075221,          4.4215e-06,            0.002674,            0.002674,            0.002674
                  76,            0.027794,            0.014539,           0.0017476,            0.023875,             0.65517,            0.026355,             0.01663,           0.0021329,           0.0076742,          4.8637e-06,            0.002575,            0.002575,            0.002575
                  77,            0.027472,            0.014493,           0.0018809,            0.024271,             0.65517,            0.026223,            0.016456,           0.0020866,           0.0076737,          4.9553e-06,            0.002476,            0.002476,            0.002476
                  78,             0.02719,            0.014582,           0.0017093,            0.023295,             0.65517,            0.027308,            0.017309,           0.0020527,           0.0077016,          4.2492e-06,            0.002377,            0.002377,            0.002377
                  79,            0.027408,            0.014489,           0.0015954,            0.023048,             0.65517,            0.029019,            0.018206,           0.0019713,           0.0077863,          3.7856e-06,            0.002278,            0.002278,            0.002278
                  80,            0.026894,             0.01398,           0.0015843,            0.021688,             0.58621,            0.024324,            0.015684,           0.0019233,           0.0077963,          4.3674e-06,            0.002179,            0.002179,            0.002179
                  81,            0.026737,            0.014157,           0.0016497,            0.024121,             0.68966,            0.025237,            0.016459,           0.0019236,           0.0077963,          4.2417e-06,             0.00208,             0.00208,             0.00208
                  82,             0.02632,            0.013986,           0.0015071,            0.023018,             0.72414,            0.025461,            0.016623,           0.0019694,           0.0079151,          4.0911e-06,            0.001981,            0.001981,            0.001981
                  83,            0.026368,            0.013918,           0.0015887,            0.022595,             0.68966,            0.023842,            0.015726,           0.0019895,           0.0078893,          4.0122e-06,            0.001882,            0.001882,            0.001882
                  84,            0.026225,            0.013772,           0.0015996,            0.023234,             0.65517,            0.024157,            0.016054,           0.0019876,           0.0079683,          3.3476e-06,            0.001783,            0.001783,            0.001783
                  85,            0.026391,            0.013893,           0.0014698,            0.021716,             0.68966,            0.023327,            0.015276,            0.001887,               0.008,          3.5278e-06,            0.001684,            0.001684,            0.001684
                  86,            0.025587,            0.013966,           0.0016355,            0.024288,             0.72414,            0.024538,            0.016303,           0.0019293,           0.0080385,          3.3134e-06,            0.001585,            0.001585,            0.001585
                  87,            0.025484,            0.013674,           0.0014977,            0.025312,              0.7931,            0.025967,            0.017179,           0.0019135,           0.0080728,          3.1187e-06,            0.001486,            0.001486,            0.001486
                  88,             0.02582,             0.01348,           0.0013945,            0.024211,             0.75862,            0.029017,            0.018968,           0.0019254,           0.0081041,          2.8784e-06,            0.001387,            0.001387,            0.001387
                  89,            0.025516,             0.01348,           0.0013833,             0.02424,             0.75862,            0.028977,            0.019101,           0.0019308,            0.008131,          2.5815e-06,            0.001288,            0.001288,            0.001288
                  90,            0.025427,            0.013637,           0.0015147,            0.024573,             0.68966,            0.027033,            0.017684,           0.0019095,           0.0082122,          2.4164e-06,            0.001189,            0.001189,            0.001189
                  91,            0.025232,            0.013544,           0.0013841,              0.0259,             0.72414,            0.028672,            0.019105,           0.0018726,           0.0082257,          2.3492e-06,             0.00109,             0.00109,             0.00109
                  92,            0.024828,            0.013429,           0.0012592,            0.024687,             0.72445,            0.027599,              0.0188,           0.0018493,           0.0082411,          2.2461e-06,            0.000991,            0.000991,            0.000991
                  93,            0.024544,            0.013022,           0.0013319,            0.026041,             0.75862,            0.027719,            0.018612,            0.001838,           0.0082842,          2.0458e-06,            0.000892,            0.000892,            0.000892
                  94,            0.024765,            0.013361,           0.0014196,            0.021945,             0.75862,            0.026629,            0.017732,           0.0018507,           0.0083049,          1.9897e-06,            0.000793,            0.000793,            0.000793
                  95,            0.024514,            0.013208,           0.0013019,            0.023926,             0.72414,            0.025474,            0.017272,            0.001847,           0.0083216,          1.9491e-06,            0.000694,            0.000694,            0.000694
                  96,              0.0244,            0.013163,           0.0013626,            0.024374,             0.72414,            0.026528,            0.017841,           0.0018439,           0.0083558,          1.7324e-06,            0.000595,            0.000595,            0.000595
                  97,            0.024411,            0.013068,           0.0011824,            0.024263,             0.72414,             0.02674,            0.018059,           0.0018528,           0.0083666,          1.5213e-06,            0.000496,            0.000496,            0.000496
                  98,            0.023773,            0.013101,           0.0012325,            0.024125,             0.72414,            0.026381,            0.018182,           0.0018479,           0.0083956,          1.4417e-06,            0.000397,            0.000397,            0.000397
                  99,            0.023551,            0.012928,           0.0011075,            0.022414,              0.7931,            0.026254,            0.018156,           0.0018384,           0.0084188,          1.3103e-06,            0.000298,            0.000298,            0.000298
